show_id,title,description
6614,Dino Hunt,"Top scientists and paleontologists examine dinosaur fossils located throughout Canada, while searching for elusive new species."
6615,Disciples Of The 36th Chamber,"Shaolin monk San Te returns to protect a fellow hero with a talent for finding trouble in this action-packed sequel to ""The 36th Chamber of Shaolin."""
6616,Discovering Bigfoot,"Follow Todd Standing, Dr. Jeff Meldrum and other researchers into the wilderness, where they try to capture definitive proof of Sasquatch's existence."
6617,Dismissed,An intelligent but intense honor student traumatizes his high school teacher and mentor when he doesn't get the grade he believes he deserves.
6618,District 9,"After years of segregation and forced labor, a race of stranded aliens enlists in a resistance movement spearheaded by a rogue government agent."
6619,Diva Brides,"In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms."
6620,Doctor Zhivago,A young physician and his beautiful mistress get swept up in the danger and drama of the Bolshevik Revolution in this Oscar-winning epic.
6621,Dog Eat Dog,A delusional ex-con rejoins his unhinged former partners for one last job: kidnap the baby of a mobster's enemy for ransom.
6622,Dolphin Kick,"After losing his mom, 10-year-old Luke abandons competitive swimming. It takes a friendly dolphin to get him back in the water – and help him heal."
6623,Dolphin Tale 2,"Winter the dolphin, who survived a tragic injury by receiving a prosthetic tail, bonds with an orphaned baby dolphin after her beloved pool mate dies."
6624,Domino,"A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage."
6625,Don Quixote: The Ingenious Gentleman of La Mancha,"In this modern adaptation of a Spanish classic, an eccentric, elderly gentleman sets out with his honest sidekick to right the wrongs of the world."
6626,Don Verdean,"A questionable character working as a self-styled ""biblical archaeologist"" advances his cause by creating phony religious artifacts."
6627,Don't Be Afraid of the Dark,Young Sally Hurst discovers she isn't alone in her new house: strange creatures live there – and they might not be as friendly as Sally thinks.
6628,Don't Crack Under Pressure,"There are risks. Then there are risk-takers. In an around-the-world trip, follow athletes perform jaw-dropping acts in unpredictable elements of nature."
6629,Don't Crack Under Pressure II,"Using state-of-the-art technology, this stunning sequel follows athletes pulling off daring feats under extreme conditions in extraordinary locations."
6630,Don't Crack Under Pressure III,"Through deserts, above mountains and deep into oceans, elite athletes — both veteran and new — form bonds and pursue adventure in sumptuous landscapes."
6631,Don't Knock Twice,A recovering addict becomes her estranged daughter's only hope after the teen awakens a terrifying child-stealing witch from an urban legend.
6632,Don't Look Down,"Aided by dramatic reconstructions and archive footage, Sir Richard Branson recounts his daring attempts to break hot air balloon records."
6633,Don't Think Twice,Six talented but struggling improv comics see a sudden shift in their troupe's dynamic after one of them lands a much-coveted gig on television.
6634,Donnie Brasco,"When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down."
6635,Doom,A special ops squad investigating a distress signal from a distant planet discovers that mutant aliens have already wiped out most of the population.
6636,Doomsday Preppers,This series highlights a diverse group of survivalists as they prepare for various catastrophic scenarios that could cause civilization to collapse.
6637,Doubles Cause Troubles,"When the tenant in their flat dies under suspicious circumstances, two bickering cousins are forced to navigate both sides of the law."
6638,Doubt,"Sister Aloysius begins to have doubts about doting Father Flynn, who seems to have become overly involved in the life of an African American pupil."
6639,Down The Fence,"The human-equine bond propels the unique and challenging sport of reined cow horse, in which dedicated trainers compete for the national championship."
6640,Dr. Seuss' The Cat in the Hat,"While Mom is away, a bored little boy and girl are visited by the Cat in the Hat, who proceeds to turn the house into the ""mother of all messes."""
6641,Dr. Seuss' The Grinch,A grump with a mean streak plots to bring Christmas to a halt in the cheerful town of Whoville. But a generous little girl could change his heart.
6642,Dragonheart,"In ancient times when majestic fire-breathers soared through the skies, a knight comes face to face and heart to heart with the last dragon on Earth."
6643,Dragonheart 3: The Sorcerer,"When an aspiring knight crosses paths with a dragon, the two form an unlikely alliance in a high-stakes battle against a malicious sorcerer."
6644,Dragonheart: A New Beginning,"This sequel introduces Draco the dragon's offspring, Drake, who dreams of becoming a knight and teams up with a stable boy to master his skills."
6645,Dragonheart: Battle for the Heartfire,"When the king of Brittania dies, the dragon who shares his heart must find a new ruler, but the monarch's grandchildren go to war over the throne."
6646,Dragonkala Ka Rahasya,"Bheem helps to reopen Dragonpur's abandoned magic and martial arts school, but is tested like never before when an ex-student returns seeking revenge!"
6647,Dramaworld,"A huge fan of a Korean TV drama is transported to a magical realm where she has the power to alter her favorite show's story line as a ""Facilitator."""
6648,Dream Big: Engineering Our World,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe."
6649,Dream Boat,"On a cruise for gay men, five passengers of different nationalities take a break from their families and cultures to party and reflect on life."
6650,Dries,This documentary explores the intense passion and distinctive talent that make Dries Van Noten one of the most unique fashion designers in the world.
6651,Driven to Dance,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path."
6652,"Drugs, Inc.","This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption."
6653,Dueños del paraíso,"When Anastasia Cardona's drug lord husband is murdered, she inherits his cocaine empire, leading to a life of wealth, power, violence and betrayal."
6654,Dukhtar,A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.
6655,Dum,"When one of his colleagues becomes corrupted by power and goes over to the dark side, a young police officer tries to bring the offender to justice."
6656,Dumb and Dumberer: When Harry Met Lloyd,This wacky prequel to the 1994 blockbuster goes back to the lame-brained title characters' days as classmates at a Rhode Island high school.
6657,E-Cigarettes: Miracle or Menace?,This documentary investigates the surge in vaping culture and whether e-cigarettes can really help smokers kick the habit.
6658,Earth to Echo,"When a construction project begins in their neighborhood, four friends start receiving bizarre encoded text messages on their cell phones."
6659,Earth to Luna!,"Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world."
6660,Earth's Natural Wonders,Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments.
6661,Earth's Natural Wonders: Life at the Extremes,"From the Arctic to the Outback, humans battle the elements and use their ingenuity to survive in the most extreme environments in the world."
6662,East Side Sushi,"She’s not the usual candidate for the role, but a dogged Mexican-American mother makes it her mission to become a talented sushi chef."
6663,Easy A,"When a lie about Olive's reputation transforms her from anonymous to infamous at her high school, she decides to embrace a provocative new persona."
6664,Easy Fortune Happy Life,"Years after a wealthy man is healed by a rural herbalist, fate lands him in the same hospital where the woman's granddaughter is treating patients."
6665,Eat Pray Love,"After deciding to reshape her life after divorce, Liz travels around the world in search of good food, spirituality and true love."
6666,Eddie Murphy: Delirious,"Flashing the wild stand-up comedy that made him a household name, Eddie Murphy unleashes uncensored observations and parodies in this 1983 live show."
6667,Eeda,Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.
6668,Eh Janam Tumhare Lekhe,"Driven by the lessons he learned from his mother, and the values of the Sikh religion, a man sets out on a mission to serve humanity."
6669,Ek Cup Chya,A poor bus conductor's efforts at obtaining information about his enormous electricity bill are hindered by a corrupt system.
6670,Ek Hasina Thi,"Imprisoned for underworld crimes she didn’t commit, a vengeful woman breaks free and goes scorched earth on the smooth-talking suitor who framed her."
6671,El último testigo,A security expert and ex-CIA agent living in Belgium must go on the run with his estranged teen daughter when they're both marked for assassination.
6672,El Barco,Forty young crew members traveling aboard a training vessel are in for the adventure of a lifetime – especially when a storm leaves them lost at sea.
6673,El Cartel,One man makes a fateful decision to get involved with a Colombian drug cartel in this series based on a novel by Andrés López López.
6674,El Cartel 2,Drug trafficker Pepe Cadena navigates the treacherous waters of warring cartels in Mexico and Colombia while avoiding capture by the DEA and police.
6675,El Chavo,"El Chavo is a poor, nameless orphan who lives in an apartment building with La Chilindrina, Quico, Doña Florinda, Don Ramón and Professor Jirafales."
6676,El Che,"Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary."
6677,El Clon,"Religion thwarted Lucas and Jade's young love. They reunite decades later, but Jade's heart is torn between the man she knew and his younger clone."
6678,El fin de ETA,"This documentary chronicles the decade-long process that led to the end of the ETA, a Basque terrorist group that operated for more than 50 years."
6679,El Vato,"Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California."
6680,El Viaje: Márama y Rombai,Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.
6681,Elephants Dream 4 Hour,"Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short."
6682,Elizabeth at 90: A Family Tribute,A blend of the royal family's intimate recollections and rarely seen home movies pays tribute to Queen Elizabeth II on the eve of her 90th birthday.
6683,Elizabeth Harvest,"When a young newlywed enters the one chamber in her husband’s mansion that’s off-limits, she faces the horrifying consequences of defying the rules."
6684,Elles étaient en guerre (1914-1918),Trace the overlapping journeys of exceptional women swept up in World War I and hear their tales of bravery on history's front lines.
6685,Elles étaient en guerre 1939-1945,"Mothers, nurses, soldiers and deportees – these women fought against persecution for freedom and survival amid the turbulence of World War II."
6686,Elles ont toutes une histoire,"From Asia, Africa and Latin America, five women share extraordinary stories of strength and determination in the face of violence and inequality."
6687,Elstree 1976,"Then and now footage of bit players who appeared in ""Star Wars"" tells the story of how the film and its legions of fans changed their lives forever."
6688,Emelie,"A suburban couple hires a new sitter to watch their three kids for the night, unaware that the young woman isn't who she claims to be."
6689,Emma' (Mother),"In 1950s Makassar, the life of a devoted mother is upended when another woman enters her husband's life."
6690,Emo the Musical,"Expelled from private school for attempted suicide, emo Ethan enters the world of Seymour High and meets a cute Christian who's ready to convert him."
6691,Emogenius,"Two pairs of contestants go head-to-head for several rounds, deciphering puzzles and messages comprised of emojis for a chance at a $10,000 prize."
6692,Empire of Scents,This documentary explores the extent to which our sense of smell directs our survival instincts and enriches our sensual experiences.
6693,Employee of the Month,Warehouse workers Vince and Zack compete in a full-on war to be named Employee of the Month and win a date with their dream girl.
6694,Encerrados,"This fictional series tells the stories of what happens to people when they feel caged in, whether physically, psychologically or emotionally."
6695,Encounter: The Killing,"After accidentally killing a young mobster, a guilt-stricken police officer searches for the parents who never came forward to claim their son's body."
6696,Encounters with Evil,"This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals."
6697,End of Watch,"Officers Taylor and Zavala patrol the streets of South Central Los Angeles, an area of the city ruled by gangs and riddled with drug violence."
6698,Enemigo íntimo,"Siblings separated as children who no longer recognize each other are pitted against each other in a war involving drugs, crime and betrayal."
6699,Enemy,"When a humdrum academic spots his double in a movie, he launches a search that leads him to a small-time actor who looks exactly like him."
6700,Enlighten Us,This documentary digs deep to recount the saga of the superstar self-help guru convicted of negligent homicide in the deaths of three followers.
6701,Entanglement,"After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny."
6702,Enter the Dragon,"Recruited by a British agent, Shaolin master Lee infiltrates a remote island and a brutal martial arts tournament to spy on a sinister crime lord."
6703,Equals,Two young lovers depart from the norm simply by having romantic feelings for each other in a society where humans have been relieved of all emotions.
6704,Equilibrium,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death."
6705,"Escape from the ""Liberty"" Cinema","Artistic rebellion ignites at the movies when film characters suddenly speak freely to the audience, prompting a surly censor to combat the uprising."
6706,Esperando La Carroza,Cora has three sons and a daughter and she´s almost 80. One day during a family reunion the big question comes up: who will be her heir?
6707,Estar o no estar,"An ill and addled man recalls what seems to be a brief but powerful past romance with a kindred spirit, a young Russian woman who lived a lonely life."
6708,Ethirmarai,"While investigating a brutal string of deaths, a detective begins to suspect that mind control may have played a part in the murders."
6709,Euphoria,"An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances."
6710,Eurovision Song Contest,Singers from all over Europe represent their countries in an international showdown and vie for superstar glory.
6711,Evan Almighty,"God summons narcissistic Evan to build an ark in preparation for a flood. Meanwhile, Evan's family interprets his new hobby as a midlife crisis."
6712,Event Horizon,"After a signal is received from a long-missing spaceship, a rescue ship investigates, but the crew soon realizes something unimaginable has happened."
6713,Every Time I Die,"After a paramedic’s violent death during a weekend trip, his spirit inhabits his friends’ bodies in an effort to save them from a similar fate."
6714,Everybody Knows,"Journeying back to her small Spanish hometown for her sister's wedding, Laura must grapple with long-buried secrets when her daughter is abducted."
6715,Everyday Miracles,Materials scientist Mark Miodownik takes us into the world of everyday objects that make our lives more comfortable than those of our ancestors.
6716,Evolution,"After two community college geology professors discover microscopic alien life-forms on a meteorite, the military and government become involved."
6717,Ex Machina,"A coder at a tech company wins a week-long retreat at the compound of his company's CEO, where he's tasked with testing a new artificial intelligence."
6718,Ex-Boyfriend,"Still haunted by the traumatic event that ended her high school romance, a young professional gets a new subordinate: her former sweetheart."
6719,Exclusive Edition,"Young journalists working for a magazine juggle careers, romance and other challenges while reporting on social issues and news stories in Malaysia."
6720,Executive Decision,"When terrorists hijack a 747 and turn it into a nerve gas bomb aimed at Washington, D.C., commandos use an experimental plane to try to stop them."
6721,Exit Afghanistan,"Featuring interviews with participants on all sides, this documentary questions Norway and the West's protracted military involvement in Afghanistan."
6722,Exit Strategy,"When James's living situation turns sour, he has little choice but to move in with his new girlfriend – a decision he almost immediately regrets."
6723,Exit Wounds,Maverick cop Orin Boyd joins forces with an unlikely ally in gangster Latrell Walker to take down a group of dirty Detroit cops.
6724,Expo,"Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim."
6725,Extras,"Grasping hungrily for stardom, bit actor Andy Millman and his pal Maggie spend their days chasing after work as film and TV extras."
6726,Eyyvah Eyyvah,"A clarinet player who lives with his grandparents in a small village is forced to move to Istanbul, where he meets a singer enjoying sudden fame."
6727,Eyyvah Eyyvah 2,"Hüseyin has found his father, and now has one more mission – to get together with the girl of his dreams, with a little help from his new friend."
6728,Eyyvah Eyyvah 3,"Life is tough for Hüseyin after marrying his true love. He works day and night to support his growing family, while singer Firuzan copes with fame."
6729,Ezel,A young man framed for a crime escapes a prison sentence by faking his own death and assuming a new identity as he seeks revenge.
6730,F the Prom,"Maddy and Cole were inseparable before high school. Then she got popular; he didn't. But after Maddy is betrayed, she and Cole reunite – to ruin prom."
6731,Face 2 Face,"Two former friends, who now live far apart, learn about each other's insecurities and secrets over a series of video chats."
6732,Fairy Tail,"When four young wizards team up to take jobs across the kingdom, they forge a bond more powerful than any magic and grow stronger with every mission."
6733,Fake or Fortune?,Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.
6734,Fakta Ladh Mhana,"A young man enlists the help of his friends to avenge his uncle's death by taking on a powerful, unscrupulous politician."
6735,Fall Girls,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal."
6736,Fallen,A tough homicide cop faces his most dangerous assignment when he must stop a murderous evil spirit who can move from one host to the next.
6737,Familiye,"An ex-con struggles to take care of his two brothers, a gambling addict and a young man with Down syndrome, after being released from prison."
6738,Famous in Ahmedabad,Follow an 11-year-old boy as he goes from ordinary child to colorful competitor in his quest for a big win at India’s biggest kite-flying festival.
6739,Fanatic,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him."
6740,Fandry,"Spunky, lower-caste lad Jabya falls for lovely, upper-caste Shalu. But his family's derided social position proves a stubborn stumbling block to love."
6741,Farce,"A beauty expert, a drug dealer and a bungling revolutionary end up in the grips of an extremist group after meeting on a plane to Lebanon."
6742,Fatal Destiny,A young man from a humble family is drawn into a life of crime – and soon confronts a determined cop in hot pursuit.
6743,Father Brown,"A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton."
6744,Fear and Loathing in Las Vegas,A sportswriter and his Samoan lawyer embark on a hallucinogenic three-day romp from Los Angeles to Las Vegas in this counterculture cult favorite.
6745,Fear Files... Har Mod Pe Darr,"Possessed lovers, witches, haunted houses and more bring tales of horror to the screen in this anthology series."
6746,Feel Rich,"Talking squarely to the hip-hop generation, musicians, athletes and others outline the benefits of exercise, a healthy diet and spiritual wellness."
6747,Fiddler on the Roof,"This adaptation of the musical chronicles the trials of a Jewish peasant, his wife, and their three strong-willed daughters in pre-revolutionary Russia."
6748,Fifty,"In Lagos, Nigeria, four successful women on the verge of 50 take stock of their lives and loves over the course of one week."
6749,Figaro Pho,Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z.
6750,Figures of Speech,"In this documentary, passionate high schoolers travel the country and come of age during a turbulent yearlong prep for a national speech competition."
6751,Filinta,"In 19th-century Istanbul, a young police officer investigates crimes and falls in love with the daughter of a wealthy merchant conspiring against him."
6752,Filmworker,Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.
6753,Filosofi Kopi The Movie,The level-headed owner of a struggling coffee shop finds his future at risk when his partner – a talented but cocky barista – makes a major bet.
6754,Final Destination,"After narrowly avoiding a fatal plane explosion, a group of seemingly lucky teen classmates finds that Death is not so easily cheated."
6755,Final Destination 2,"On a road trip with friends, Kimberly has a premonition that saves everyone from a freak accident. More terrifying visions prompt her to seek help."
6756,Final Destination 3,"When a girl prevents her premonition of a deadly roller-coaster mishap from coming true, the survivors must face the consequences of cheating death."
6757,Fire at Sea,"Heartbreak, hope and nostalgia collide in this complex portrait of Lampedusa, a Mediterranean island where thousands of migrants land each year."
6758,Fireflies,"Grappling with love and loss in their respective lives, two estranged brothers must confront their traumatic, unresolved past when they cross paths."
6759,First Impression,"Unaware they’ve matched online, a struggling writer embellishes his lifestyle to impress a successful exec with whom he sparks an unexpected romance."
6760,First Kill,"A stock broker brings his young son back to the town where he grew up for a hunting trip, but things take a dangerous turn when they witness a crime."
6761,FirstBorn,A young couple fights supernatural foes in an attempt to save their daughter from the dark and mysterious forces that follow her every move.
6762,Fishpeople,"In this exploration of the life-changing power of the ocean, six people from very different backgrounds find purpose and meaning in the sea."
6763,Fishtail,Harry Dean Stanton narrates this documentary that follows two modern-day cowboys as they welcome new calves at Montana's Fishtail Basin Ranch.
6764,Fit for Fashion,"In this reality series, physique meets fashion as contestants compete in challenges to transform both body and image for the grand prize of $100,000."
6765,Fittest in Dubai,Top athletes from around the globe test their fitness in a four-day competition at the first-ever CrossFit Sanctional event. Let the games begin.
6766,Five Elements Ninjas,"When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge."
6767,Fix It and Finish It,"A team of skilled contractors and designers hosted by Antonio Sabato Jr. renovates houses, cabins and even RVs, transforming properties in one day."
6768,Flash of Genius,A college professor goes up against the giants of the auto industry when they fail to give him credit for inventing intermittent windshield wipers.
6769,Flimflam,"Nosy family in tow, a fun-loving bachelor goes on a romantic getaway, but he ends up pretending to be married to a complete stranger to avoid trouble."
6770,Flock of Four,"One night in 1959, four young musicians venture from Pasadena to South-Central Los Angeles in the hopes of hearing a living jazz legend play."
6771,Flowering Heart,"An ordinary student, who forms an advice club with her friends to help others, gains special powers after a mysterious encounter."
6772,Flying Guillotine 2,"The emperor's reign of terror expands. Heroic outlaw Ma Teng joins a squad of female rebels, whose leader is torn between family loyalties."
6773,Follow Me,"Aspiring to be an internet celebrity and make big bucks, a filmmaker travels the world to learn the tricks of the trade from social media influencers."
6774,Food: Delicious Science,"In this series, TV presenter Michael Mosley and botanist James Wong explore the physics, chemistry and biology inside every bite of food we eat."
6775,Footprints in the Sand,"Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations."
6776,Footprints: The Path of Your Life,"This documentary follows 10 men who agree to walk the Camino de Santiago, a 500-mile, 40-day trek that will challenge their strength and faith."
6777,For Colored Girls,This adaptation of Ntozake Shange's play consists of a series of poetic vignettes that explore the lives of modern African American women.
6778,For Grace,"As chef Curtis Duffy oversees every aspect of opening his own restaurant, Grace, he recalls his turbulent childhood and difficult adult relationships."
6779,For Greater Glory,"When a vicious war against Catholics is waged in Mexico in the 1920s, a retired general joins the militia fighting to preserve religious freedom."
6780,For Love or Money,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell."
6781,For the Birds,"A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family."
6782,For the Love of Benji,"Benji and his owner get separated in Greece. On his quest to find them, he's targeted by various bad guys who want to get their hands on him."
6783,For the Win,Frisbee national champion Brodie Smith challenges inventive athletes across the US to an exhibition match in the unconventional sports they've created.
6784,Forbidden Games: The Justin Fashanu Story,"This documentary chronicles the tragic, true story of Justin Fashanu, the first – and only – openly gay man to have played professional soccer."
6785,Forbidden Planet,"A pulp-fiction sci-fi classic, Forbidden Planet stars Leslie Nielsen as a heroic starship captain who finds the paradise planet Altair-IV."
6786,Forces of Nature,"This dynamic series spans the globe to explain the complex natural forces that govern the planet, from shape and color to motion and the elements."
6787,Forever Chape,"In the wake of the plane crash that claimed the lives of 71 people, the Brazilian soccer club Chapecoense seeks to rebuild the team that made history."
6788,Forever Pure,The furor over the addition of two Muslim players to the Beitar Jerusalem soccer club underscores the role of institutionalized racism in Israel.
6789,Forget Me Not,"Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?"
6790,Forks Over Knives,"According to the research of two food scientists, the popularity of processed foods has led to epidemic rates of obesity, diabetes and other diseases."
6791,Four Christmases,A dating couple is forced to spend their first Christmas together visiting each of their four divorced parents – in a single day.
6792,Four Seasons in Havana,"As Havana slowly revolves through the year, wistful detective Mario Conde probes the sultry heart of the city to investigate dark and deadly crimes."
6793,Four Weddings and a Funeral,"A commitment-phobic Brit tries to reconnect with an alluring American who's about to make a seemingly awful mistake by marrying a wealthy, boring man."
6794,Fracture,"Ted Crawford, who allegedly attempted to murder his wife, is now locked in a battle of wits with a young assistant district attorney."
6795,Frances Ha,"Determined to make it as a modern dancer in New York, a young woman pursues her unlikely goal with more enthusiasm than natural talent."
6796,Frasier,Frasier Crane is a snooty but lovable Seattle psychiatrist who dispenses advice on his call-in radio show while ignoring it in his own relationships.
6797,Freak Show,"Forced to attend a new high school, a glamorous teen navigates hostile territory before taking a stand by running for homecoming queen."
6798,Fred Claus,The holiday season is ruined for Santa Claus when his cranky older brother – a repo man with a sizable rap sheet – visits him at the North Pole.
6799,Free Willy,"Ordered to clean up the graffiti he painted at a marine theme park, a troubled young boy unexpectedly bonds with a killer whale on exhibit."
6800,Freeway: Crack in the System,"Take in the true account of drug kingpin ""Freeway"" Rick Ross's empire and how the CIA helped him fuel America's  devastating crack cocaine epidemic."
6801,Freezer's Campaign,"When climate change makes Egypt freeze over, intelligence officers pose as a film crew on location to seek a device that can eliminate the frost."
6802,French Dirty,"An aimless, unemployed millennial hangs out with his pals and resists growing up, until an affair with his best friend's girl forces him to change."
6803,Freshman Year,A devout preacher's son leaves his protective home to begin college and meets a self-reliant student who will test his faith and his heart.
6804,Friday Night Tykes,"This docuseries dives into the cutthroat world of Texas youth football, where kids face grueling demands and pressure from coaches and parents to win."
6805,Friday the 13th,"A group of teenage camp counselors raises the ire of Jason Voorhees, a masked, homicidal maniac, in this remake of the classic slasher flick."
6806,Friend Request,A popular college student's love of social media becomes her biggest regret when a mysterious account marks each of her friends for a grisly demise.
6807,Friends,"This hit sitcom follows the merry misadventures of six 20-something pals as they navigate the pitfalls of work, life and love in 1990s Manhattan."
6808,From Japan to Egypt,"After his wife relocates to her home country of Japan, an Egyptian man – and father of two rambunctious kids – tries to win her back."
6809,From Paris with Love,A low-level intelligence agent gets pulled into action and espionage above his pay grade when he's ordered to assist a trigger-happy senior agent.
6810,Froning: The Fittest Man in History,Follow the grueling training regimen of Rich Froning Jr. as he sets his sights on winning an unprecedented fourth CrossFit Games title.
6811,Frozen Planet,Go on a journey through the Arctic and Antarctic with this visually stunning program that explores these wildernesses and their inhabitants.
6812,Frozen Planet: On Thin Ice,David Attenborough journeys to both polar regions to investigate what rising temperatures will mean for the people and wildlife that live there.
6813,Frozen Planet: The Epic Journey,"Collecting highlights from the epic documentary series that explores the entire polar year and the inhabitants, from the north to the south."
6814,Frozen River,"On a Mohawk reservation on the Canadian border, Ray Eddy teams with a widowed tribe member to smuggle illegal immigrants into the United States."
6815,Full Out,"After a debilitating accident ends her Olympic dreams, gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics."
6816,Functional Fitness,"This documentary explores the challenging, transformative world of high-intensity fitness programs through the eyes of the people who've embraced them."
6817,Furie,"When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors."
6818,Furthest Witness,"Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe."
6819,G-Force,"When a billionaire sets out to take over the world, only one special forces unit can handle the job – a squad of highly trained guinea pigs."
6820,Gabriel and the Mountain,"In a drama based on a true story, Brazilian backpacker Gabriel Buchmann spends his gap year exploring Africa. Why does he die in the Malawi mountains?"
6821,Gabru: Hip Hop Revolution,"Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination ."
6822,Gagarin: First in Space,This biopic of Russian cosmonaut Yuri Gagarin follows his rise from childhood poverty to his selection and training for the 1961 Vostok mission.
6823,Galavant,"In a time of legend, Galavant the knight embarks on a quest to save his fair lady and become a hero in this tongue-in-cheek musical comedy."
6824,Galih dan Ratna,Sparks fly between the new girl at school and the misfit with a passion for music. Yet the world threatens to put a stop to their innocent love song.
6825,Game Winning Hit,An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.
6826,Gangs of Hassepur,"Training a keen eye on hot-button political topics, this variety show features stand-up comedy, sketches and sarcastic celebrity impersonations."
6827,Gangs of New York,"In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher."
6828,Gargantia on the Verdurous Planet,"After falling through a wormhole, a space-dwelling teen mecha pilot awakes to find himself amid the inhabitants of a strange planet called ... Earth."
6829,Garuda Di Dadaku,"A determined boy will do anything to become a great soccer player, despite the wishes of his grandfather."
6830,Garuda in My Heart 2,A young soccer player sets out to prove he can lead his team to a championship – but being a winner is about more than just talent.
6831,Gehenna: Where Death Lives,Developers looking for a location to build a resort on Saipan stumble into a subterranean bunker from WWII where an evil force lies in wait.
6832,Gelo,A Punjabi woman who works on a farm must endure the difficulties of living in an oppressive class-based society and a dysfunctional community.
6833,Gemini,"Despite growing up with traits that set her apart from her peers, a young adopted girl discovers her gift when she takes an interest in spelling bees."
6834,Gender Revolution: A Journey with Katie Couric,"Katie Couric explores our evolving understanding of gender identity, speaking with transgender and intersex individuals about their experiences."
6835,Genius of the Ancient World,"Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius."
6836,Genius of the Modern World,"Historian Bettany Hughes explores the intellectual landscapes that helped shape the work of Karl Marx, Friedrich Nietzsche and Sigmund Freud."
6837,Gentlemen and Gangsters,"Now on the run, a writer relates his previous year's escapades when he got sucked into the thrilling, sordid orbit of boxer and jazz man Henry Morgan."
6838,George of the Jungle 2,"Now married and raising a son, clumsy ape-man George finds his jungle kingdom in peril as Really Mean Lion challenges him for the throne."
6839,Geronimo Stilton,"With the help of brainy and adventurous sidekicks, New Mouse City's favorite journalist investigates mysteries that take him around the world,"
6840,Get Him to the Greek,Ambitious young record company intern Aaron must escort an unruly rock star to Los Angeles for the start of his anniversary concert.
6841,Get Santa,"When Santa gets arrested for trespassing after crashing his sleigh, it's up to a father-son team to spring him from jail and save Christmas."
6842,Get Shorty,Organized crime enforcer Miles Daly strives to reinvent himself as a Hollywood filmmaker in this satire based on Elmore Leonard's best-selling novel.
6843,Get Smart,"When the identities of secret agents are compromised, hapless Maxwell Smart teams with far more capable Agent 99 to thwart an evil terrorist group."
